               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/banana_mAP,metrics/broccoli_mAP,metrics/egg carton_mAP,    metrics/eggs_mAP,    metrics/milk_mAP, metrics/yoghurt_mAP,metrics/banana_mAP_50,metrics/broccoli_mAP_50,metrics/egg carton_mAP_50, metrics/eggs_mAP_50, metrics/milk_mAP_50,metrics/yoghurt_mAP_50
                  72,             0.01974,             0.02245,           0.0028906,             0.70413,              0.7375,             0.75044,             0.53167,            0.011114,           0.0076814,           0.0019317,            0.002971,            0.002971,            0.002971,             0.50577,             0.56426,             0.32054,              0.8574,              0.5027,             0.43938,             0.79234,             0.84816,             0.42986,              0.9565,             0.70537,             0.77039
                  73,            0.018309,            0.020793,           0.0033356,             0.76585,             0.69192,             0.73571,             0.49667,             0.01085,           0.0077638,           0.0019205,            0.002872,            0.002872,            0.002872,             0.42978,             0.49698,             0.36855,             0.85437,             0.44686,             0.38348,             0.77397,             0.82341,               0.445,             0.95688,             0.69546,             0.71953
                  74,            0.019818,            0.022353,           0.0034969,               0.695,             0.67116,             0.69833,             0.46306,            0.011493,           0.0078199,            0.002432,            0.002773,            0.002773,            0.002773,              0.3987,             0.51622,             0.33764,             0.83087,             0.46133,             0.23358,              0.7208,             0.86361,              0.4584,             0.96996,             0.70355,             0.47364
                  75,            0.019529,            0.021272,           0.0033085,             0.71655,             0.65885,             0.71078,             0.47808,            0.011302,           0.0083399,           0.0024365,            0.002674,            0.002674,            0.002674,             0.41719,             0.52494,             0.40474,             0.79646,             0.47972,             0.24542,             0.68728,             0.86745,               0.555,             0.94234,             0.72407,             0.48855
                  76,            0.020015,            0.020876,           0.0037621,             0.71651,             0.64302,              0.6944,             0.47536,            0.010527,           0.0077378,           0.0026212,            0.002575,            0.002575,            0.002575,             0.41477,             0.55361,             0.19822,             0.81495,             0.49992,             0.37068,             0.69669,              0.8375,             0.28957,             0.93365,             0.75252,             0.65646
                  77,            0.019997,            0.022334,           0.0028557,             0.64135,             0.66013,             0.69021,             0.45806,            0.011334,           0.0082769,           0.0026391,            0.002476,            0.002476,            0.002476,             0.38767,             0.56084,             0.18375,             0.77957,             0.46781,             0.36874,             0.71884,             0.82425,             0.27136,             0.93582,             0.74735,             0.64362
                  78,            0.018502,            0.021277,           0.0031764,             0.63678,             0.69969,             0.66948,             0.43334,            0.011305,            0.008524,           0.0024656,            0.002377,            0.002377,            0.002377,             0.35368,              0.5442,             0.14004,             0.81807,             0.43192,             0.31215,             0.68469,             0.83669,             0.26485,             0.94069,             0.67994,             0.61005
                  79,            0.018635,            0.022066,           0.0027658,             0.67061,             0.62558,             0.69208,             0.47643,            0.011186,           0.0086377,            0.002305,            0.002278,            0.002278,            0.002278,             0.40627,             0.57762,             0.38121,             0.82046,             0.40904,               0.264,             0.75509,             0.81986,             0.43919,             0.95263,             0.69054,             0.49521
                  80,            0.020338,            0.023076,           0.0043718,             0.77689,             0.58266,              0.7011,               0.494,            0.011499,           0.0087014,           0.0020084,            0.002179,            0.002179,            0.002179,             0.43795,             0.53247,             0.38785,             0.79135,             0.50893,             0.30546,             0.72146,             0.77932,             0.44762,             0.91822,             0.75113,             0.58887
                  81,            0.018648,            0.021283,           0.0024822,             0.76928,             0.60144,             0.70381,             0.46863,            0.010909,           0.0085041,           0.0017353,             0.00208,             0.00208,             0.00208,             0.44552,             0.53302,             0.31339,             0.80505,             0.44309,             0.27172,             0.74176,             0.82174,             0.44475,              0.9165,             0.72873,             0.56938
                  82,            0.018238,            0.020882,           0.0033848,             0.72469,             0.66559,             0.71453,             0.48828,            0.010797,           0.0080484,           0.0017109,            0.001981,            0.001981,            0.001981,             0.43064,             0.56271,             0.39281,             0.81838,             0.43341,             0.29172,             0.75162,             0.85324,                0.51,             0.91257,             0.71795,             0.54182
                  83,            0.018094,            0.021232,            0.002642,             0.78721,              0.6345,             0.73558,             0.51114,             0.01036,           0.0078019,           0.0019019,            0.001882,            0.001882,            0.001882,             0.42121,             0.60336,             0.42488,             0.82893,             0.44321,             0.34527,             0.74087,             0.86302,             0.57097,             0.90996,             0.70846,             0.62022
                  84,            0.016891,            0.022269,           0.0021138,             0.69979,             0.67955,             0.72549,             0.49926,            0.011245,           0.0082141,           0.0019273,            0.001783,            0.001783,            0.001783,             0.40068,             0.58259,             0.43437,             0.80486,             0.44734,             0.32573,             0.72796,             0.83542,             0.58329,              0.9037,             0.68405,             0.61852
                  85,            0.017141,            0.021112,           0.0031251,             0.75529,              0.6331,             0.70526,             0.47223,            0.011426,           0.0087341,           0.0021447,            0.001684,            0.001684,            0.001684,             0.45112,             0.56454,             0.35307,             0.79949,             0.39973,             0.26543,             0.78034,             0.85844,             0.50324,             0.91338,             0.61972,             0.55647
                  86,            0.019231,            0.021073,           0.0029628,              0.6507,             0.66309,             0.67762,             0.46701,            0.010955,           0.0083575,           0.0021594,            0.001585,            0.001585,            0.001585,              0.4303,             0.58157,             0.30373,              0.8279,             0.39681,             0.26177,             0.74696,             0.85087,             0.40443,             0.93121,             0.59412,              0.5381
                  87,            0.016904,            0.020315,           0.0019904,             0.73343,             0.66993,             0.70973,             0.49153,            0.010994,           0.0081867,            0.002285,            0.001486,            0.001486,            0.001486,              0.4097,             0.56137,               0.331,             0.84297,             0.52164,             0.28248,             0.70867,             0.88194,             0.40447,             0.94196,             0.73822,             0.58311
                  88,            0.016236,            0.021641,           0.0023474,             0.78294,             0.62479,             0.71988,             0.50054,            0.011171,           0.0082242,           0.0022526,            0.001387,            0.001387,            0.001387,             0.43519,             0.59541,             0.33236,             0.81588,             0.49685,             0.32753,             0.74407,             0.87617,             0.39799,             0.94047,             0.73119,             0.62941
                  89,            0.017632,            0.021487,           0.0029626,             0.76609,             0.65731,             0.71353,             0.48725,            0.011167,           0.0085493,           0.0020155,            0.001288,            0.001288,            0.001288,             0.41121,             0.59742,             0.33669,             0.80442,             0.45253,              0.3212,             0.75279,             0.87839,             0.39677,             0.93834,             0.69509,              0.6198
                  90,            0.018224,            0.019994,           0.0032526,             0.73607,             0.67844,              0.7269,             0.49025,              0.0111,           0.0085061,           0.0018717,            0.001189,            0.001189,            0.001189,             0.41629,             0.54837,             0.33763,             0.80932,              0.4823,             0.34759,             0.75158,             0.89254,             0.42101,             0.92597,             0.70649,              0.6638
                  91,            0.017699,            0.021247,           0.0018551,             0.76743,             0.67886,             0.73906,             0.51864,            0.010572,            0.008102,           0.0017936,             0.00109,             0.00109,             0.00109,             0.41631,             0.60816,             0.34376,             0.82964,             0.51847,             0.39549,             0.76604,             0.89012,             0.42792,             0.93683,             0.73654,             0.67692
                  92,            0.017867,            0.020257,           0.0025125,             0.76937,             0.69734,             0.73461,             0.51267,            0.010597,           0.0081195,            0.001825,            0.000991,            0.000991,            0.000991,             0.42214,             0.60801,             0.29998,             0.83594,             0.50815,             0.40181,              0.7736,             0.88635,             0.41167,             0.94078,             0.71919,             0.67609
                  93,            0.016496,            0.019418,           0.0030216,             0.73435,             0.68716,             0.73101,              0.5122,            0.010525,           0.0082053,            0.001838,            0.000892,            0.000892,            0.000892,              0.4215,             0.58271,             0.33375,             0.84626,             0.49725,             0.39173,             0.76773,             0.86591,              0.4116,             0.94824,             0.72305,             0.66955
                  94,            0.016023,            0.019066,            0.002205,             0.75581,             0.67564,             0.73373,             0.51844,            0.010565,           0.0082107,           0.0018996,            0.000793,            0.000793,            0.000793,             0.43883,             0.57907,             0.34741,             0.86486,             0.49864,             0.38182,             0.77318,                0.86,             0.41875,             0.95754,             0.75576,             0.63712
                  95,            0.018961,            0.019884,           0.0034818,             0.75096,             0.66498,             0.72163,             0.50745,            0.010594,           0.0083702,           0.0018906,            0.000694,            0.000694,            0.000694,             0.42617,             0.55789,             0.35024,              0.8617,             0.48519,             0.36353,             0.77024,             0.82818,             0.42248,             0.95489,             0.72763,             0.62635
                  96,            0.016723,             0.02212,           0.0024491,             0.75837,             0.69986,             0.73135,             0.50585,            0.010769,           0.0084042,           0.0018826,            0.000595,            0.000595,            0.000595,             0.45658,             0.55394,             0.31871,             0.84926,             0.46596,             0.39063,             0.79002,             0.83643,             0.42875,             0.94934,             0.71933,             0.66421
                  97,            0.016283,            0.019853,           0.0020394,             0.77887,             0.66909,             0.72191,             0.50433,            0.010682,           0.0084732,           0.0019193,            0.000496,            0.000496,            0.000496,             0.44324,             0.59107,             0.34882,             0.85807,                0.45,             0.33479,             0.78733,             0.86066,             0.42171,             0.95015,             0.71357,             0.59805
                  98,            0.016359,            0.019647,            0.002309,             0.78319,             0.63584,             0.72005,             0.50648,            0.010634,           0.0084898,           0.0019557,            0.000397,            0.000397,            0.000397,             0.44354,             0.58476,             0.34848,             0.86088,             0.45503,             0.34617,             0.78443,             0.84351,             0.42119,             0.95399,             0.72298,             0.59421
                  99,             0.01578,            0.020409,           0.0023555,             0.75288,             0.65064,             0.72485,             0.51631,            0.010516,           0.0084166,           0.0018856,            0.000298,            0.000298,            0.000298,             0.45535,             0.57691,             0.34792,             0.85739,             0.50214,             0.35817,             0.78306,             0.82545,             0.42041,             0.95354,             0.73821,             0.62842
