               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/banana_mAP,metrics/broccoli_mAP,metrics/egg carton_mAP,    metrics/eggs_mAP,    metrics/milk_mAP, metrics/yoghurt_mAP,metrics/banana_mAP_50,metrics/broccoli_mAP_50,metrics/egg carton_mAP_50, metrics/eggs_mAP_50, metrics/milk_mAP_50,metrics/yoghurt_mAP_50
                  80,            0.020093,            0.023654,           0.0033146,             0.81076,             0.58644,             0.65989,             0.44528,            0.011961,           0.0085527,           0.0027121,            0.002179,            0.002179,            0.002179,             0.53184,             0.46247,            0.063262,             0.79892,             0.42397,              0.3912,             0.77486,             0.83039,             0.10057,             0.96139,             0.71391,             0.57823
                  81,            0.019585,            0.024034,           0.0030486,             0.73934,             0.65172,             0.72738,             0.46897,            0.011675,             0.00823,           0.0031762,             0.00208,             0.00208,             0.00208,             0.49751,             0.43931,             0.19565,             0.81334,             0.47324,             0.39476,             0.78389,             0.81223,             0.50825,             0.94255,             0.71844,              0.5989
                  82,            0.019257,            0.021991,           0.0031533,             0.77388,             0.58506,             0.68361,             0.47025,            0.011385,           0.0080169,           0.0029613,            0.001981,            0.001981,            0.001981,             0.49039,             0.46353,             0.17868,             0.85338,             0.51168,             0.32382,             0.77327,             0.85144,             0.33167,             0.93619,             0.70715,             0.50195
                  83,            0.020013,            0.023567,            0.003086,             0.75578,             0.70435,             0.75595,             0.52011,            0.011393,           0.0083497,           0.0027444,            0.001882,            0.001882,            0.001882,             0.49855,             0.48456,             0.37562,              0.8498,              0.5185,             0.39361,             0.79429,             0.82004,               0.731,             0.94511,              0.7084,             0.53688
                  84,            0.019555,             0.02327,           0.0058982,             0.77409,             0.63115,             0.72237,             0.48205,             0.01219,           0.0087069,           0.0028532,            0.001783,            0.001783,            0.001783,             0.45258,             0.46412,             0.32897,             0.77696,             0.48267,             0.38703,             0.72429,             0.81336,               0.645,             0.93468,             0.69639,             0.52049
                  85,            0.018366,            0.023038,           0.0041563,             0.77711,             0.70245,             0.76005,             0.51759,            0.011884,           0.0085591,           0.0029902,            0.001684,            0.001684,            0.001684,             0.48273,             0.52701,              0.3766,             0.81755,             0.49755,              0.4041,             0.80142,             0.81056,             0.73571,             0.94551,             0.69704,             0.57003
                  86,            0.019662,            0.022712,           0.0033323,               0.647,             0.65818,             0.70611,             0.49223,            0.011443,           0.0087806,           0.0030146,            0.001585,            0.001585,            0.001585,             0.41808,               0.466,             0.35323,             0.84122,             0.48606,             0.38882,             0.68817,              0.8267,              0.5825,             0.94018,             0.68559,             0.51352
                  87,              0.0182,            0.023044,           0.0025314,             0.73456,             0.63042,             0.72194,             0.49417,            0.011045,           0.0082434,           0.0031878,            0.001486,            0.001486,            0.001486,             0.41999,             0.46681,             0.34769,             0.84788,             0.50216,             0.38051,             0.69282,             0.85646,              0.5825,             0.96147,             0.71996,             0.51844
                  88,            0.018922,            0.021714,           0.0025846,             0.66465,             0.67251,             0.74097,             0.50603,            0.010958,           0.0080432,           0.0031429,            0.001387,            0.001387,            0.001387,             0.44688,             0.50659,             0.32237,             0.82682,              0.4951,             0.43842,             0.75224,             0.89356,             0.51929,             0.94749,             0.73215,             0.60108
                  89,            0.018105,            0.021477,           0.0026936,             0.70387,             0.68539,             0.73002,             0.50936,             0.01087,           0.0080241,            0.003174,            0.001288,            0.001288,            0.001288,             0.45442,             0.52741,             0.34709,             0.82234,             0.52909,             0.37583,             0.74865,             0.86063,             0.55211,             0.93899,             0.75188,             0.52786
                  90,             0.01813,            0.021292,           0.0033143,             0.69876,             0.71326,             0.74835,             0.48878,            0.011132,           0.0081148,           0.0035015,            0.001189,            0.001189,            0.001189,             0.44031,             0.49223,             0.37409,             0.80479,             0.48222,             0.33905,             0.73946,             0.85768,             0.72687,             0.91467,              0.7401,             0.51132
                  91,            0.019701,            0.022956,           0.0038027,             0.73905,              0.6056,             0.71282,             0.50118,            0.011133,           0.0084048,             0.00315,             0.00109,             0.00109,             0.00109,             0.45095,             0.51643,               0.349,              0.7983,             0.50404,             0.38833,             0.72023,             0.86048,                 0.5,             0.91667,             0.72985,             0.54971
                  92,            0.018222,            0.022339,           0.0026811,             0.72755,             0.69472,             0.71279,             0.51696,            0.010771,           0.0082303,           0.0029915,            0.000991,            0.000991,            0.000991,             0.50777,              0.5465,              0.3309,             0.80677,             0.49836,             0.41146,             0.79053,             0.86814,             0.42929,             0.92138,             0.71402,             0.55337
                  93,             0.01828,             0.02227,           0.0022986,             0.72659,             0.63821,              0.7228,             0.50029,            0.010784,           0.0082472,           0.0034334,            0.000892,            0.000892,            0.000892,             0.48164,              0.5387,             0.24927,             0.81987,             0.51345,             0.39881,             0.79341,             0.85785,             0.50521,             0.93115,             0.71108,             0.53808
                  94,            0.018299,            0.021519,           0.0026985,              0.7498,             0.62343,             0.72625,             0.50848,            0.010941,           0.0084615,           0.0034598,            0.000793,            0.000793,            0.000793,             0.45962,              0.5028,             0.38386,             0.81403,             0.51423,             0.37636,             0.76229,             0.83439,             0.60711,             0.93286,             0.71075,             0.51013
                  95,             0.01879,             0.02119,           0.0037175,             0.73464,             0.69607,             0.73982,             0.52004,             0.01094,           0.0085408,            0.003031,            0.000694,            0.000694,            0.000694,             0.46073,             0.50316,             0.38362,             0.82936,             0.54417,             0.39921,             0.76395,             0.84508,               0.599,              0.9436,             0.72769,             0.55961
                  96,            0.017499,            0.022776,            0.003887,             0.73988,             0.69969,             0.74114,             0.52148,            0.010916,           0.0084847,           0.0026558,            0.000595,            0.000595,            0.000595,             0.46415,             0.52213,             0.35948,             0.84796,             0.53989,             0.39525,             0.77364,             0.85059,               0.544,             0.95482,             0.74579,             0.57801
                  97,            0.017673,            0.021175,           0.0022805,             0.72224,             0.72559,             0.76727,             0.54128,             0.01081,           0.0083794,           0.0025591,            0.000496,            0.000496,            0.000496,             0.48977,             0.53888,             0.39587,             0.85341,             0.53317,             0.43659,             0.79785,             0.85314,              0.6375,             0.95416,             0.73972,             0.62125
                  98,            0.018869,             0.02201,           0.0033777,               0.756,             0.75932,             0.78074,             0.54232,            0.010717,            0.008239,           0.0027863,            0.000397,            0.000397,            0.000397,             0.48113,             0.53729,             0.45499,             0.84618,             0.51076,             0.42355,             0.79906,             0.85331,             0.74115,             0.95402,             0.72757,              0.6093
                  99,            0.018371,            0.021298,           0.0045738,             0.75262,             0.75134,             0.78465,             0.53952,            0.010772,           0.0082129,           0.0027487,            0.000298,            0.000298,            0.000298,             0.49743,             0.53428,             0.43504,               0.852,             0.50531,             0.41305,              0.7983,             0.85097,               0.764,             0.95534,             0.73175,             0.60755
